  0,  0, 16
  2,  0, 15
  6,  0, 15
 10,  0, 14
 14,  0, 13
 19,  0, 12
 23,  0, 11
 27,  0, 10
 31,  0,  9
 35,  0,  8
 39,  0,  8
 43,  0,  7
 48,  1,  6
 52,  1,  5
 56,  1,  4
 61,  1,  3
 65,  1,  2
 69,  1,  2
 72,  1,  2
 75,  1,  1
 78,  2,  1
 81,  2,  1
 84,  2,  1
 87,  3,  1
 90,  3,  1
 92,  4,  1
 95,  4,  1
 98,  5,  1
100,  5,  1
103,  6,  1
106,  6,  1
109,  6,  1
111,  7,  1
114,  7,  1
117,  7,  1
119,  8,  1
121,  9,  1
124,  9,  1
125, 10,  1
126, 12,  1
127, 13,  1
128, 14,  1
129, 15,  1
130, 16,  1
132, 18,  1
133, 19,  1
134, 20,  1
135, 21,  1
136, 23,  1
137, 24,  1
138, 25,  1
139, 27,  1
140, 28,  1
142, 30,  1
143, 31,  1
144, 32,  1
145, 33,  1
146, 35,  1
147, 36,  1
147, 37,  1
148, 38,  1
149, 39,  1
150, 41,  1
151, 42,  1
152, 44,  1
152, 45,  1
153, 47,  1
154, 48,  1
155, 49,  1
156, 50,  1
157, 52,  1
158, 53,  1
159, 55,  1
160, 57,  1
161, 59,  1
163, 61,  1
164, 63,  1
166, 66,  1
167, 68,  1
168, 70,  1
170, 73,  1
171, 76,  1
172, 78,  1
174, 81,  1
175, 84,  1
176, 86,  1
178, 88,  1
179, 91,  1
181, 94,  1
182, 96,  1
184, 99,  1
186,102,  1
188,105,  1
190,109,  1
192,112,  1
195,116,  1
197,119,  1
199,123,  1
201,127,  1
203,130,  1
205,134,  1
208,138,  1
210,141,  1
212,145,  1
214,149,  1
216,152,  1
219,156,  1
221,160,  1
223,164,  1
225,168,  1
227,172,  1
229,176,  1
230,181,  1
231,186,  1
233,191,  1
234,196,  1
236,200,  1
238,205,  1
240,210,  1
241,214,  1
242,219,  1
244,223,  1
245,227,  1
246,231,  1
248,235,  1
249,239,  1
251,243,  1
252,247,  1
  0,  0, 16
  0,  0, 17
  0,  0, 21
  0,  1, 24
  1,  1, 28
  1,  2, 31
  1,  2, 35
  1,  3, 39
  2,  3, 42
  2,  4, 46
  2,  4, 49
  2,  4, 53
  3,  5, 56
  3,  5, 60
  3,  5, 63
  4,  5, 67
  4,  6, 71
  5,  6, 74
  5,  7, 77
  5,  8, 79
  6,  9, 82
  6, 10, 85
  6, 11, 87
  7, 12, 89
  8, 13, 91
  9, 14, 93
  9, 15, 95
 10, 16, 97
 10, 17, 99
 11, 18,101
 11, 19,103
 12, 20,105
 13, 21,107
 13, 22,109
 14, 23,111
 15, 25,113
 16, 26,115
 16, 27,117
 17, 29,119
 18, 31,121
 19, 33,124
 19, 35,126
 20, 37,128
 21, 38,130
 22, 40,132
 23, 42,135
 24, 44,137
 25, 46,139
 25, 48,141
 26, 50,143
 27, 52,146
 28, 54,148
 29, 56,150
 30, 57,151
 31, 59,153
 31, 61,156
 31, 62,158
 32, 63,161
 32, 65,163
 32, 66,166
 32, 68,168
 32, 69,170
 32, 71,173
 32, 72,175
 32, 73,178
 32, 74,181
 32, 76,184
 32, 77,186
 32, 79,189
 32, 80,191
 32, 82,193
 32, 83,196
 32, 85,198
 33, 87,200
 33, 89,201
 33, 91,202
 33, 94,203
 34, 97,204
 34,100,205
 34,102,206
 35,105,207
 35,108,208
 36,111,208
 36,114,209
 37,117,210
 37,120,211
 37,123,212
 38,126,213
 38,129,214
 39,131,214
 39,134,215
 40,137,216
 40,139,217
 40,142,218
 40,144,219
 40,146,220
 40,149,221
 40,151,221
 41,154,222
 41,156,223
 41,159,223
 41,161,224
 41,164,225
 41,166,226
 41,168,226
 41,170,227
 42,173,228
 42,175,229
 44,178,229
 47,181,230
 49,184,231
 52,188,233
 57,192,234
 62,196,235
 68,200,237
 74,204,238
 79,208,240
 84,212,241
 90,217,242
 95,221,243
101,225,245
106,229,246
112,232,248
118,236,249
123,238,250
129,238,252
134,239,253
140,239,254
