  0,  0, 16
  2,  0, 15
  6,  0, 15
 10,  0, 14
 14,  0, 13
 19,  0, 12
 23,  0, 11
 27,  0, 10
 31,  0,  9
 35,  0,  8
 39,  0,  8
 43,  0,  7
 48,  1,  6
 52,  1,  5
 56,  1,  4
 61,  1,  3
 65,  1,  2
 69,  1,  2
 72,  1,  2
 75,  2,  1
 78,  2,  1
 81,  3,  1
 84,  3,  1
 87,  4,  1
 90,  5,  1
 92,  6,  1
 95,  6,  1
 98,  7,  1
100,  8,  1
103,  9,  1
106,  9,  1
109, 10,  1
111, 11,  1
114, 11,  1
117, 12,  1
119, 13,  1
122, 14,  1
125, 15,  1
127, 17,  1
130, 19,  1
133, 21,  1
135, 23,  1
138, 25,  1
141, 27,  1
144, 29,  1
147, 31,  1
150, 33,  1
153, 35,  1
156, 37,  1
159, 39,  1
162, 41,  1
164, 43,  1
167, 45,  1
170, 46,  1
173, 48,  1
175, 51,  1
177, 53,  1
178, 55,  1
180, 58,  1
181, 62,  1
183, 66,  1
184, 70,  1
186, 74,  1
187, 77,  1
189, 81,  1
190, 84,  1
192, 88,  1
193, 91,  1
195, 94,  1
196, 98,  1
198,101,  1
199,105,  1
201,108,  1
203,111,  1
205,115,  1
207,118,  1
209,121,  1
211,124,  1
213,127,  1
215,130,  1
218,133,  1
220,136,  1
222,139,  1
224,142,  1
226,146,  1
229,149,  1
231,152,  1
233,155,  1
235,158,  1
237,161,  1
240,165,  1
241,168,  1
241,170,  1
242,173,  1
242,176,  1
243,178,  1
243,181,  1
243,184,  1
244,187,  1
244,190,  1
244,193,  1
244,196,  1
245,198,  1
245,201,  1
245,204,  1
245,206,  1
245,209,  1
245,212,  1
245,214,  1
246,217,  1
246,219,  1
247,222,  1
247,224,  1
248,228,  1
248,231,  1
249,234,  1
249,235,  1
250,236,  1
250,237,  1
251,237,  1
251,239,  1
252,241,  1
252,242,  1
253,244,  1
253,246,  1
253,248,  1
254,249,  1
254,251,  1
  0,  0, 16
  0,  0, 17
  0,  0, 21
  0,  1, 24
  1,  1, 28
  1,  2, 31
  1,  2, 35
  1,  3, 39
  2,  3, 42
  2,  4, 46
  2,  4, 49
  2,  4, 53
  3,  5, 56
  3,  5, 60
  3,  5, 63
  4,  6, 67
  4,  6, 71
  5,  7, 74
  5,  7, 77
  5,  8, 79
  6,  9, 82
  6, 10, 85
  6, 11, 87
  7, 12, 89
  8, 13, 91
  9, 14, 93
  9, 15, 95
 10, 16, 97
 10, 17, 99
 11, 18,101
 11, 19,103
 12, 20,105
 13, 21,107
 13, 22,109
 14, 24,111
 15, 25,114
 16, 27,116
 16, 28,118
 17, 30,120
 18, 33,123
 19, 36,126
 19, 39,128
 20, 42,131
 21, 45,134
 22, 48,137
 23, 51,140
 24, 54,143
 25, 57,146
 25, 60,148
 26, 63,151
 27, 66,154
 28, 68,156
 29, 71,159
 30, 74,162
 31, 77,165
 31, 80,168
 31, 83,171
 32, 86,174
 32, 89,177
 32, 92,180
 32, 95,183
 32, 98,186
 32,101,189
 32,104,192
 32,107,195
 32,109,198
 32,112,201
 32,115,204
 32,118,207
 32,121,210
 32,124,213
 32,127,216
 32,130,218
 33,134,221
 33,137,223
 33,140,224
 34,144,225
 34,147,226
 35,151,227
 35,154,228
 36,158,229
 37,162,230
 37,165,231
 38,169,232
 39,172,233
 39,175,234
 39,179,235
 40,182,236
 40,186,237
 40,189,237
 40,193,238
 40,196,239
 42,198,239
 43,200,240
 45,202,240
 46,203,241
 47,205,241
 48,207,242
 50,208,242
 51,210,243
 52,212,243
 53,214,243
 54,216,244
 55,218,244
 56,220,244
 57,221,244
 58,223,245
 59,225,245
 61,227,245
 63,228,246
 65,230,246
 67,231,247
 70,233,247
 74,234,248
 77,235,248
 81,236,249
 85,238,249
 88,239,250
 92,241,250
 96,242,251
 99,244,251
103,245,252
107,247,252
110,248,253
114,250,253
118,251,254
121,253,254
125,254,255
