  0,  0,  0
102,  0,  2
105,  0,  2
108,  0,  2
111,  0,  2
114,  0,  2
117,  0,  2
120,  0,  2
123,  0,  1
126,  0,  1
129,  0,  1
132,  0,  1
135,  0,  1
138,  0,  1
141,  0,  1
144,  0,  1
146,  0,  1
148,  0,  0
152,  0,  0
156,  0,  0
160,  0,  0
163,  0,  0
167,  0,  0
171,  0,  0
175,  0,  0
179,  0,  0
182,  0,  0
186,  0,  0
190,  0,  0
194,  0,  0
198,  0,  0
201,  0,  0
203,  0,  0
204,  0,  0
207,  1,  1
210,  1,  1
212,  1,  1
215,  2,  1
217,  2,  1
220,  2,  1
222,  3,  1
225,  3,  1
227,  3,  1
230,  4,  1
232,  4,  1
235,  4,  1
237,  5,  1
240,  5,  1
241,  5,  1
241,  7,  0
242, 11,  0
242, 14,  0
243, 18,  0
243, 21,  0
243, 25,  0
244, 28,  0
244, 32,  0
245, 35,  0
245, 39,  0
245, 42,  0
246, 46,  0
246, 49,  0
247, 53,  0
247, 56,  0
247, 58,  0
247, 60,  0
248, 64,  1
248, 68,  1
249, 72,  1
249, 75,  1
250, 79,  1
250, 83,  1
251, 87,  1
251, 91,  1
252, 94,  1
252, 98,  1
253,102,  1
253,106,  1
254,110,  1
254,113,  1
254,115,  1
254,117,  0
254,121,  0
254,124,  0
254,128,  0
254,131,  0
254,135,  0
254,139,  0
254,142,  0
254,146,  0
254,149,  0
254,153,  0
254,157,  0
254,160,  0
254,164,  0
254,167,  0
254,169,  0
254,171,  0
255,175,  1
255,178,  1
255,182,  1
255,185,  1
255,189,  1
255,192,  1
255,196,  1
255,199,  2
255,203,  2
255,206,  2
255,210,  2
255,213,  2
255,217,  2
255,220,  2
255,222,  2
255,223,  1
255,226,  1
255,228,  1
255,231,  1
255,233,  1
255,235,  1
255,238,  1
255,240,  1
255,242,  1
255,245,  1
255,247,  1
255,249,  1
255,252,  1
255,254,  1
255,255,  1
  0,  1, 42
  0,  1, 42
  0,  1, 44
  0,  1, 48
  0,  1, 53
  0,  1, 57
  0,  1, 62
  0,  1, 67
  0,  1, 71
  0,  1, 76
  0,  1, 81
  0,  1, 85
  0,  1, 90
  0,  1, 95
  0,  1, 99
  0,  1,104
  0,  1,107
  0,  1,109
  0,  1,113
  0,  1,118
  0,  1,123
  0,  1,127
  0,  1,132
  0,  1,137
  0,  1,141
  0,  1,146
  0,  1,151
  0,  1,155
  0,  1,160
  0,  1,165
  0,  1,169
  0,  0,174
  0,  0,177
  0,  0,178
  0,  0,180
  0,  0,183
  0,  1,186
  0,  1,189
  0,  2,192
  0,  2,195
  0,  3,198
  0,  3,201
  0,  4,204
  0,  4,207
  0,  5,210
  0,  5,213
  0,  6,216
  0,  6,219
  1,  7,221
  1,  8,221
  1, 11,221
  1, 15,222
  1, 18,223
  1, 22,223
  1, 25,224
  1, 28,225
  1, 32,225
  1, 35,226
  1, 39,227
  1, 42,227
  1, 45,228
  1, 49,229
  1, 52,229
  1, 56,230
  2, 58,231
  2, 59,231
  3, 63,231
  4, 67,232
  6, 70,233
  7, 74,234
  8, 78,235
  9, 82,236
 11, 85,237
 12, 89,238
 13, 93,239
 14, 97,240
 16,100,241
 17,104,242
 18,108,243
 20,112,244
 21,114,245
 21,115,245
 22,119,245
 23,122,246
 24,126,247
 25,130,247
 26,133,248
 27,137,249
 29,140,249
 30,144,250
 31,148,251
 32,151,251
 33,155,252
 34,158,253
 35,162,253
 37,166,254
 38,168,255
 38,169,255
 39,173,255
 40,177,255
 41,180,255
 42,184,255
 43,188,255
 44,192,255
 46,195,255
 47,199,255
 48,203,255
 49,207,255
 50,210,255
 51,214,255
 52,218,255
 54,222,255
 55,224,255
 55,224,255
 55,226,255
 56,228,255
 57,230,255
 57,232,255
 58,234,255
 59,236,255
 59,238,255
 60,240,255
 61,242,255
 61,244,255
 62,246,255
 63,248,255
 63,250,255
 64,252,255
